"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2524","A2SQA2-2524 | @P0 @Login Login with invalid credentials","preprod","2025-12-27","passed","2025-12-27","Login Tests","login/login.spec.ts","",""
"","30252","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","preprod","2025-12-27","broken","2025-12-27","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","30303","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","preprod","2025-12-27","broken","2025-12-27","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","30178","2SQA2-2561 | @P0 Move contract status from Expired into Error","preprod","2025-12-27","broken","2025-12-27","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","30149","A2SQA2-2601 | @P0 Create and Launch declarative campaign","preprod","2025-12-27","broken","2025-12-27","Declarative Campaigns Tests","DeclarativeCompaigns/DeclarativeCompaigns.spec.ts","",""
"","30202","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","preprod","2025-12-27","broken","2025-12-27","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","30882","A2SQA2-2569 | @P0 Versionning Expired Contract","preprod","2025-12-27","broken","2025-12-27","Versionning Contract ","Contracts/EditContract.spec.ts","",""
"","15461","A2SQA2-2571 | @P0 Versionning To renew Contract","preprod","2025-12-27","failed","2025-12-27","Versionning Contract ","Contracts/EditContract.spec.ts","",""
"","30961","2SQA2-2567 | @P0 Move contract status from valid into Archived","preprod","2025-12-27","broken","2025-12-27","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","30222","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","preprod","2025-12-27","broken","2025-12-27","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","31125","2SQA2-2568 | @P0 Move contract status from Expired into Archived","preprod","2025-12-27","broken","2025-12-27","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","30146","A2SQA2-2573 | @P0 Renew To Renew Contract","preprod","2025-12-27","broken","2025-12-27","Renew Contract ","Contracts/EditContract.spec.ts","",""
"","30138","A2SQA2-2583 | @P0 Create a Valid Contract with End date more than 6 months","preprod","2025-12-27","broken","2025-12-27","Create Contract ","Contracts/CreateContract.spec.ts","",""
"","30286","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","preprod","2025-12-27","broken","2025-12-27","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","30199","A2SQA2-2525 | @P0 @Login Sent password Reset correctly with valid email","preprod","2025-12-27","broken","2025-12-27","Reset Password:","login/Forgot-password.spec.ts","",""
"","30365","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","preprod","2025-12-27","broken","2025-12-27","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","30208","A2SQA2-2546 | @P0 @supplier Create new supplier","preprod","2025-12-27","broken","2025-12-27","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","31137","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","preprod","2025-12-27","broken","2025-12-27","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","30151","A2SQA2-2572 | @P0 Renew Valid Contract","preprod","2025-12-27","broken","2025-12-27","Renew Contract ","Contracts/EditContract.spec.ts","",""
"","2489","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","preprod","2025-12-27","passed","2025-12-27","Reset Password:","login/Forgot-password.spec.ts","",""
"","7507","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","preprod","2025-12-27","failed","2025-12-27","Reset Password:","login/Forgot-password.spec.ts","",""
"","2122","A2SQA2-2523 | @P0 @Login Login with inactif credentials","preprod","2025-12-27","passed","2025-12-27","Login Tests","login/login.spec.ts","",""
"","30141","2SQA2-2560 | @P0 Move contract status from Valid into Error","preprod","2025-12-27","broken","2025-12-27","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","5261","A2SQA2-2522 | @P0 @Login Login with valid credentials","preprod","2025-12-27","passed","2025-12-27","Login Tests","login/login.spec.ts","",""
"","30976","2SQA2-2562 | @P0 Move contract status from to renew into Error","preprod","2025-12-27","broken","2025-12-27","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","31026","2SQA2-2566 | @P0 Move contract status from To renew into Archived","preprod","2025-12-27","broken","2025-12-27","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","30169","A2SQA2-2582 | @P0 Create a Valid Contract with End date less than 6 months","preprod","2025-12-27","broken","2025-12-27","Create Contract ","Contracts/CreateContract.spec.ts","",""
"","31061","A2SQA2-2573 | @P0 Renew Expired Contract","preprod","2025-12-27","broken","2025-12-27","Renew Contract ","Contracts/EditContract.spec.ts","",""
"","16908","A2SQA2-2570 | @P0 Versionning Valid Contract","preprod","2025-12-27","failed","2025-12-27","Versionning Contract ","Contracts/EditContract.spec.ts","",""
